Date,Open,High,Low,Close,Adj Close,Volume
2016-11-14,22344.230469,22359.009766,22118.869141,22222.220703,22222.220703,1910149300
2016-11-15,22270.900391,22411.119141,22254.089844,22323.910156,22323.910156,1461449900
2016-11-16,22439.980469,22499.390625,22280.529297,22280.529297,22280.529297,1609770500
2016-11-17,22170.070313,22367.470703,22114.019531,22262.880859,22262.880859,1355418500
2016-11-18,22239.230469,22374.359375,22146.880859,22344.210938,22344.210938,1128764800
2016-11-21,22313.039063,22480.750000,22227.800781,22357.779297,22357.779297,1370598600
2016-11-22,22491.710938,22719.419922,22484.599609,22678.070313,22678.070313,1851269200
2016-11-23,22702.410156,22804.259766,22640.949219,22676.689453,22676.689453,1764207800
2016-11-24,22574.820313,22647.380859,22487.539063,22608.490234,22608.490234,1138055700
2016-11-25,22609.220703,22764.339844,22589.529297,22723.449219,22723.449219,1385320300
2016-11-28,22738.939453,22964.019531,22738.939453,22830.570313,22830.570313,1816314100
2016-11-29,22739.509766,22868.140625,22724.589844,22737.070313,22737.070313,1695023200
2016-11-30,22842.359375,22889.470703,22755.000000,22789.769531,22789.769531,2062930000
2016-12-01,22948.650391,23012.279297,22837.529297,22878.230469,22878.230469,2119590600
2016-12-02,22736.839844,22756.009766,22559.199219,22564.820313,22564.820313,2479074200
2016-12-05,22580.750000,22628.130859,22375.279297,22505.550781,22505.550781,1626049800
2016-12-06,22694.269531,22746.669922,22625.320313,22675.150391,22675.150391,1261679800
2016-12-07,22805.130859,22843.009766,22708.880859,22800.919922,22800.919922,1110472700
2016-12-08,23027.380859,23076.240234,22817.320313,22861.839844,22861.839844,1711745400
2016-12-09,22765.839844,22813.849609,22660.220703,22760.980469,22760.980469,1576021700
2016-12-12,22860.269531,22863.609375,22375.580078,22433.019531,22433.019531,2014527900
2016-12-13,22407.619141,22458.419922,22292.650391,22446.699219,22446.699219,1723223600
2016-12-14,22596.710938,22627.599609,22456.619141,22456.619141,22456.619141,1821093300
2016-12-15,22257.710938,22305.070313,21999.300781,22059.400391,22059.400391,2505720900
2016-12-16,21996.380859,22155.140625,21965.679688,22020.750000,22020.750000,1899711800
2016-12-19,21945.839844,21955.939453,21786.560547,21832.679688,21832.679688,1328500400
2016-12-20,21767.609375,21873.560547,21667.189453,21729.060547,21729.060547,1297152100
2016-12-21,21770.890625,21910.390625,21755.849609,21809.800781,21809.800781,1206759600
2016-12-22,21800.220703,21822.179688,21594.580078,21636.199219,21636.199219,1434735500
2016-12-23,21553.779297,21601.070313,21491.830078,21574.759766,21574.759766,1775512200
2016-12-28,21562.699219,21811.960938,21488.820313,21754.740234,21754.740234,2173239900
2016-12-29,21591.039063,21810.400391,21587.070313,21790.910156,21790.910156,1875142100
2016-12-30,21818.910156,22069.619141,21818.910156,22000.560547,22000.560547,2396676500
2017-01-03,21993.359375,22189.310547,21883.820313,22150.400391,22150.400391,1302378400
2017-01-04,22201.080078,22228.060547,22076.630859,22134.470703,22134.470703,1437672200
2017-01-05,22302.640625,22483.009766,22230.310547,22456.689453,22456.689453,1830652300
2017-01-06,22583.289063,22605.660156,22445.779297,22503.009766,22503.009766,1389973700
2017-01-09,22561.109375,22626.429688,22476.349609,22558.689453,22558.689453,1303532900
2017-01-10,22561.169922,22744.849609,22549.859375,22744.849609,22744.849609,1422515900
2017-01-11,22816.009766,22944.580078,22767.369141,22935.349609,22935.349609,1554104200
2017-01-12,22956.439453,22971.490234,22751.669922,22829.019531,22829.019531,1454667000
2017-01-13,22879.570313,22971.449219,22859.279297,22937.380859,22937.380859,1371840300
2017-01-16,22895.359375,22908.859375,22657.349609,22718.150391,22718.150391,1313357700
2017-01-17,22819.869141,22867.839844,22710.929688,22840.970703,22840.970703,1019618000
2017-01-18,22889.330078,23151.750000,22882.019531,23098.259766,23098.259766,1689344500
2017-01-19,23104.349609,23104.349609,22941.960938,23049.960938,23049.960938,1174126300
2017-01-20,22966.529297,22987.679688,22858.250000,22885.910156,22885.910156,1207476100
2017-01-23,22926.300781,23068.080078,22861.289063,22898.519531,22898.519531,1068403800
2017-01-24,22965.250000,22986.449219,22907.779297,22949.859375,22949.859375,1462887100
2017-01-25,23066.400391,23066.400391,22961.380859,23049.119141,23049.119141,1185813200
2017-01-26,23173.460938,23386.410156,23145.310547,23374.169922,23374.169922,1856554500
2017-01-27,23339.150391,23397.089844,23307.050781,23360.779297,23360.779297,777897700
2017-02-01,23211.880859,23318.390625,23082.619141,23318.390625,23318.390625,1515037600
2017-02-02,23309.460938,23439.019531,23131.369141,23184.519531,23184.519531,987795900
2017-02-03,23216.970703,23226.919922,22997.460938,23129.210938,23129.210938,1339282100
2017-02-06,23239.289063,23348.240234,23149.699219,23348.240234,23348.240234,1439947300
2017-02-07,23287.890625,23403.599609,23256.689453,23331.570313,23331.570313,1523355600
2017-02-08,23284.759766,23520.769531,23160.990234,23485.130859,23485.130859,2601105500
2017-02-09,23533.519531,23644.630859,23489.650391,23525.140625,23525.140625,2741007400
2017-02-10,23645.900391,23718.470703,23573.849609,23574.980469,23574.980469,2143167300
2017-02-13,23664.529297,23751.919922,23615.390625,23710.980469,23710.980469,1990274600
2017-02-14,23695.289063,23735.109375,23614.470703,23703.009766,23703.009766,1957113500
2017-02-15,23771.949219,24067.619141,23771.949219,23994.869141,23994.869141,3843901700
2017-02-16,24139.310547,24161.390625,23969.570313,24107.699219,24107.699219,3806666400
2017-02-17,24077.869141,24106.339844,23944.679688,24033.740234,24033.740234,2302691000
2017-02-20,24066.000000,24202.339844,24022.150391,24146.080078,24146.080078,1936955000
2017-02-21,24174.109375,24213.640625,23909.150391,23963.630859,23963.630859,1839886700
2017-02-22,24059.089844,24201.960938,23999.550781,24201.960938,24201.960938,2230148000
2017-02-23,24122.179688,24216.529297,24046.910156,24114.859375,24114.859375,1880958700
2017-02-24,24115.609375,24121.910156,23958.130859,23965.699219,23965.699219,1750717000
2017-02-27,23941.810547,24067.679688,23822.880859,23925.050781,23925.050781,1727456200
2017-02-28,23952.640625,24007.810547,23740.730469,23740.730469,23740.730469,1666247300
2017-03-01,23849.220703,23857.279297,23730.050781,23776.490234,23776.490234,1648831300
2017-03-02,24044.480469,24080.869141,23694.330078,23728.070313,23728.070313,2111361200
2017-03-03,23618.359375,23635.240234,23511.599609,23552.720703,23552.720703,2387983900
2017-03-06,23600.490234,23691.050781,23574.279297,23596.279297,23596.279297,1442731400
2017-03-07,23630.349609,23728.000000,23585.769531,23681.070313,23681.070313,1282674500
2017-03-08,23627.279297,23816.230469,23563.140625,23782.269531,23782.269531,1823218000
2017-03-09,23667.769531,23673.580078,23456.060547,23501.560547,23501.560547,1781279500
2017-03-10,23534.980469,23603.769531,23438.859375,23568.669922,23568.669922,1534086200
2017-03-13,23643.300781,23877.589844,23567.929688,23829.669922,23829.669922,2016201800
2017-03-14,23871.000000,23918.119141,23768.339844,23827.949219,23827.949219,1857167800
2017-03-15,23705.070313,23842.810547,23645.509766,23792.849609,23792.849609,1352441800
2017-03-16,24101.980469,24288.279297,24003.750000,24288.279297,24288.279297,2576719000
2017-03-17,24376.130859,24385.810547,24237.970703,24309.929688,24309.929688,2512650300
2017-03-20,24312.570313,24501.990234,24312.570313,24501.990234,24501.990234,1716660600
2017-03-21,24565.730469,24656.650391,24500.349609,24593.119141,24593.119141,2055170800
2017-03-22,24336.330078,24380.419922,24207.099609,24320.410156,24320.410156,2136581500
2017-03-23,24381.039063,24466.730469,24271.259766,24327.699219,24327.699219,1795481600
2017-03-24,24396.410156,24420.769531,24263.169922,24358.269531,24358.269531,1784280200
2017-03-27,24235.689453,24434.900391,24138.779297,24193.699219,24193.699219,1730336000
2017-03-28,24329.169922,24360.000000,24274.519531,24345.869141,24345.869141,1506216800
2017-03-29,24470.660156,24470.660156,24330.699219,24392.050781,24392.050781,1834977400
2017-03-30,24429.119141,24431.119141,24250.400391,24301.089844,24301.089844,1768917100
2017-03-31,24305.529297,24329.980469,24105.380859,24111.589844,24111.589844,1733165500
2017-04-03,24236.560547,24261.480469,24162.550781,24261.480469,24261.480469,1708951000
2017-04-05,24370.949219,24400.800781,24166.009766,24400.800781,24400.800781,2697900400
2017-04-06,24310.410156,24381.630859,24210.689453,24273.720703,24273.720703,1722179300
2017-04-07,24247.009766,24268.390625,23982.400391,24267.300781,24267.300781,2253021500
2017-04-10,24302.009766,24314.660156,24215.539063,24262.179688,24262.179688,1193963800
2017-04-11,24280.869141,24318.150391,24007.849609,24088.460938,24088.460938,1803272800
2017-04-12,24068.910156,24313.500000,23994.130859,24313.500000,24313.500000,1534864800
2017-04-13,24173.419922,24378.380859,24158.160156,24261.660156,24261.660156,1334077800
2017-04-18,24268.169922,24276.310547,23892.589844,23924.539063,23924.539063,1552809600
2017-04-19,23875.980469,23893.140625,23723.869141,23825.880859,23825.880859,1568253100
2017-04-20,23851.019531,24058.869141,23827.070313,24056.980469,24056.980469,1512891800
2017-04-21,24143.039063,24190.140625,23991.869141,24042.019531,24042.019531,1345955400
2017-04-24,24185.759766,24206.439453,23958.179688,24139.480469,24139.480469,1338069100
2017-04-25,24204.779297,24455.939453,24201.910156,24455.939453,24455.939453,1880693800
2017-04-26,24563.250000,24637.849609,24515.230469,24578.429688,24578.429688,1668740700
2017-04-27,24663.099609,24717.439453,24455.119141,24698.480469,24698.480469,1567031000
2017-04-28,24691.289063,24697.029297,24563.769531,24615.130859,24615.130859,1181584600
2017-05-02,24773.800781,24773.800781,24577.330078,24696.130859,24696.130859,1605780100
2017-05-04,24680.449219,24683.880859,24530.929688,24683.880859,24683.880859,1760179900
2017-05-05,24625.349609,24634.279297,24358.720703,24476.349609,24476.349609,2024201800
2017-05-08,24604.289063,24624.210938,24476.199219,24577.910156,24577.910156,1357855500
2017-05-09,24656.949219,24889.830078,24548.970703,24889.029297,24889.029297,1381056000
2017-05-10,24931.820313,25164.970703,24931.820313,25015.419922,25015.419922,2297649800
2017-05-11,25101.529297,25203.539063,25024.759766,25125.550781,25125.550781,1642633800
2017-05-12,25126.480469,25211.279297,25087.320313,25156.339844,25156.339844,1417408900
2017-05-15,25233.310547,25385.720703,25213.470703,25371.589844,25371.589844,2212734400
2017-05-16,25413.349609,25413.349609,25228.460938,25335.939453,25335.939453,1797601700
2017-05-17,25355.759766,25374.949219,25245.439453,25293.630859,25293.630859,1512406100
2017-05-18,25034.189453,25263.810547,25025.050781,25136.519531,25136.519531,1677298400
2017-05-19,25171.660156,25266.220703,25124.060547,25174.869141,25174.869141,1312777700
2017-05-22,25318.289063,25450.039063,25201.339844,25391.339844,25391.339844,1410586000
2017-05-23,25415.570313,25486.980469,25307.269531,25403.150391,25403.150391,1758690200
2017-05-24,25382.259766,25428.500000,25296.660156,25428.500000,25428.500000,1409941800
2017-05-25,25511.460938,25680.669922,25491.779297,25630.779297,25630.779297,1890794600
2017-05-26,25670.980469,25724.400391,25588.699219,25639.269531,25639.269531,1453713000
2017-05-29,25672.400391,25744.720703,25579.150391,25701.630859,25701.630859,1077784400
2017-05-31,25706.449219,25817.949219,25650.060547,25660.650391,25660.650391,2997857600
2017-06-01,25736.349609,25834.750000,25614.609375,25809.220703,25809.220703,2017055200
2017-06-02,25926.060547,25973.000000,25851.849609,25924.050781,25924.050781,1990193800
2017-06-05,25976.359375,25998.660156,25801.839844,25862.990234,25862.990234,1766176100
2017-06-06,25819.529297,26019.009766,25805.019531,25997.140625,25997.140625,1540428000
2017-06-07,26025.210938,26073.439453,25898.820313,25974.160156,25974.160156,1999503900
2017-06-08,25974.000000,26069.980469,25923.210938,26063.060547,26063.060547,1633520700
2017-06-09,26090.330078,26090.330078,25922.679688,26030.289063,26030.289063,2889395400
2017-06-12,25925.449219,25957.779297,25689.230469,25708.039063,25708.039063,1614682000
2017-06-13,25826.519531,25883.220703,25722.630859,25852.099609,25852.099609,1316444700
2017-06-14,25915.460938,25915.460938,25713.019531,25875.900391,25875.900391,1449845600
2017-06-15,25772.279297,25772.279297,25565.339844,25565.339844,25565.339844,1658076900
2017-06-16,25601.810547,25719.970703,25557.800781,25626.490234,25626.490234,1699429200
2017-06-19,25736.199219,25939.720703,25735.070313,25924.550781,25924.550781,1116125500
2017-06-20,26028.429688,26043.099609,25833.929688,25843.039063,25843.039063,1251563600
2017-06-21,25752.269531,25846.519531,25575.980469,25694.580078,25694.580078,1699891000
2017-06-22,25597.460938,25867.939453,25597.460938,25674.529297,25674.529297,1553964400
2017-06-23,25724.279297,25770.369141,25648.769531,25670.050781,25670.050781,1302570300
2017-06-26,25727.929688,25875.480469,25720.380859,25871.890625,25871.890625,1206191500
2017-06-27,25911.199219,25929.609375,25780.689453,25839.990234,25839.990234,1182985800
2017-06-28,25735.210938,25821.359375,25625.710938,25683.500000,25683.500000,1652872300
2017-06-29,25872.929688,25965.419922,25814.800781,25965.419922,25965.419922,1748405000
2017-06-30,25679.640625,25816.250000,25661.429688,25764.580078,25764.580078,1616948900
2017-07-03,25654.769531,25821.390625,25654.769531,25784.169922,25784.169922,1505017700
2017-07-04,25782.849609,25838.269531,25251.720703,25389.009766,25389.009766,2402054600
2017-07-05,25354.380859,25559.179688,25199.859375,25521.970703,25521.970703,1868195300
2017-07-06,25574.570313,25599.699219,25436.830078,25465.220703,25465.220703,1494486100
2017-07-07,25377.210938,25409.900391,25315.910156,25340.849609,25340.849609,1480481500
2017-07-10,25392.029297,25622.750000,25331.949219,25500.060547,25500.060547,1743504600
2017-07-11,25605.189453,25941.470703,25596.210938,25877.640625,25877.640625,2230926300
2017-07-12,25991.349609,26147.300781,25991.349609,26043.640625,26043.640625,2695389200
2017-07-13,26340.289063,26383.759766,26255.310547,26346.169922,26346.169922,1971724000
2017-07-14,26416.679688,26416.679688,26295.990234,26389.230469,26389.230469,1744841800
2017-07-17,26572.919922,26618.660156,26353.830078,26470.580078,26470.580078,1837446700
2017-07-18,26489.519531,26540.169922,26381.140625,26524.939453,26524.939453,1872330800
2017-07-19,26561.810547,26682.640625,26541.560547,26672.160156,26672.160156,1346812900
2017-07-20,26770.480469,26794.179688,26632.980469,26740.210938,26740.210938,1408343500
2017-07-21,26777.439453,26778.419922,26663.250000,26706.089844,26706.089844,1502400500
2017-07-24,26720.039063,26882.000000,26674.500000,26846.830078,26846.830078,1532468700
2017-07-25,26847.580078,26889.699219,26799.769531,26852.050781,26852.050781,1450948000
2017-07-26,26960.810547,27007.269531,26786.630859,26941.019531,26941.019531,2176480400
2017-07-27,27002.699219,27169.150391,26962.029297,27131.169922,27131.169922,1763945900
2017-07-28,27007.970703,27047.880859,26928.439453,26979.390625,26979.390625,1456040200
2017-07-31,27048.449219,27324.380859,27045.410156,27323.990234,27323.990234,1693214100
2017-08-01,27326.039063,27558.000000,27326.039063,27540.230469,27540.230469,2392422600
2017-08-02,27645.279297,27747.349609,27570.500000,27607.380859,27607.380859,2052633600
2017-08-03,27533.509766,27601.050781,27399.580078,27531.009766,27531.009766,1682624400
2017-08-04,27564.710938,27615.029297,27508.109375,27562.679688,27562.679688,1464939100
2017-08-07,27665.710938,27731.919922,27629.199219,27690.359375,27690.359375,1484632800
2017-08-08,27684.599609,27867.560547,27626.189453,27854.910156,27854.910156,1726572600
2017-08-09,27760.080078,27876.119141,27602.660156,27757.089844,27757.089844,1650670500
2017-08-10,27791.359375,27791.359375,27267.029297,27444.000000,27444.000000,2175962000
2017-08-11,27000.429688,27184.210938,26863.710938,26883.509766,26883.509766,3133494700
2017-08-14,27091.769531,27268.230469,27032.400391,27250.230469,27250.230469,1416372000
2017-08-15,27371.250000,27438.419922,27174.960938,27174.960938,27174.960938,2735953400
2017-08-16,27238.810547,27422.300781,27238.810547,27409.070313,27409.070313,1771056700
2017-08-17,27610.289063,27624.519531,27302.480469,27344.220703,27344.220703,1795330700
2017-08-18,26999.599609,27236.320313,26951.919922,27047.570313,27047.570313,1691600400
2017-08-21,27100.630859,27221.310547,27086.429688,27154.679688,27154.679688,1770623000
2017-08-22,27322.199219,27509.060547,27316.080078,27401.669922,27401.669922,2049708500
2017-08-23,null,null,null,null,null,null
2017-08-24,27642.230469,27642.230469,27485.869141,27518.599609,27518.599609,2691510500
2017-08-25,27539.109375,27878.369141,27480.109375,27848.160156,27848.160156,3791271400
2017-08-28,27905.589844,28071.589844,27806.050781,27863.289063,27863.289063,3019391000
2017-08-29,27744.580078,27839.830078,27638.730469,27765.009766,27765.009766,1717761500
2017-08-30,27957.740234,28127.900391,27912.820313,28094.609375,28094.609375,2142434100
2017-08-31,27934.449219,27994.060547,27861.480469,27970.300781,27970.300781,2795558800
2017-09-01,28015.220703,28116.699219,27915.439453,27953.160156,27953.160156,1754523000
2017-09-04,27881.710938,27884.460938,27662.289063,27740.259766,27740.259766,1626723800
2017-09-05,27797.439453,27871.759766,27685.300781,27741.349609,27741.349609,1237100600
2017-09-06,27671.560547,27684.259766,27421.789063,27613.759766,27613.759766,1666660000
2017-09-07,27817.869141,27817.869141,27492.820313,27522.919922,27522.919922,1779146800
2017-09-08,27571.589844,27708.089844,27569.130859,27668.470703,27668.470703,1416125500
2017-09-11,27877.689453,27976.980469,27859.000000,27955.130859,27955.130859,1381742800
2017-09-12,28068.699219,28071.539063,27883.830078,27972.240234,27972.240234,1313208800
2017-09-13,27984.269531,27984.269531,27751.279297,27894.080078,27894.080078,1437295600
2017-09-14,27788.839844,27895.070313,27699.089844,27777.199219,27777.199219,1650316300
2017-09-15,27736.599609,27893.580078,27514.039063,27807.589844,27807.589844,2164173900
2017-09-18,27971.369141,28160.390625,27917.179688,28159.769531,28159.769531,1546268100
2017-09-19,28200.539063,28248.119141,28032.169922,28051.410156,28051.410156,1601237600
2017-09-20,28099.289063,28149.359375,28013.109375,28127.800781,28127.800781,1496733100
2017-09-21,28091.240234,28184.369141,28046.939453,28110.330078,28110.330078,1625346200
2017-09-22,27949.830078,27960.919922,27845.519531,27880.529297,27880.529297,1379309700
2017-09-25,27851.539063,27851.539063,27476.269531,27500.339844,27500.339844,1800222600
2017-09-26,27308.609375,27567.880859,27300.369141,27513.009766,27513.009766,1683566500
2017-09-27,27503.050781,27673.400391,27503.050781,27642.429688,27642.429688,1812425000
2017-09-28,27661.269531,27665.160156,27421.599609,27421.599609,27421.599609,1968973700
2017-09-29,27492.130859,27581.130859,27383.160156,27554.300781,27554.300781,1665527400
2017-10-03,27884.210938,28194.160156,27737.380859,28173.210938,28173.210938,3430577300
2017-10-04,28311.269531,28521.769531,28311.269531,28379.179688,28379.179688,2095400500
2017-10-06,28626.410156,28626.410156,28377.849609,28458.039063,28458.039063,1967890900
2017-10-09,28440.169922,28488.349609,28282.009766,28326.589844,28326.589844,1745232800
2017-10-10,28334.919922,28503.839844,28260.199219,28490.830078,28490.830078,1388761700
2017-10-11,28622.009766,28625.660156,28330.730469,28389.570313,28389.570313,1874745400
2017-10-12,28431.050781,28528.710938,28343.320313,28459.029297,28459.029297,1579431600
2017-10-13,28423.650391,28492.390625,28369.869141,28476.429688,28476.429688,1616416300
2017-10-16,28661.980469,28792.060547,28620.380859,28692.800781,28692.800781,1740653100
2017-10-17,28777.179688,28777.179688,28641.949219,28697.490234,28697.490234,1286878300
2017-10-18,28636.199219,28729.339844,28629.730469,28711.759766,28711.759766,1429159000
2017-10-19,28783.849609,28798.779297,28094.539063,28159.089844,28159.089844,2125428600
2017-10-20,28360.019531,28519.759766,28313.699219,28487.240234,28487.240234,1493189400
2017-10-23,28557.800781,28557.800781,28253.320313,28305.880859,28305.880859,1712055400
2017-10-24,28232.619141,28356.099609,28098.830078,28154.970703,28154.970703,1426893600
2017-10-25,28238.849609,28387.210938,28198.560547,28302.890625,28302.890625,1272809300
2017-10-26,28165.609375,28316.199219,28102.750000,28202.380859,28202.380859,1431611800
2017-10-27,28332.910156,28494.519531,28305.730469,28438.849609,28438.849609,2255521100
2017-10-30,28585.150391,28650.820313,28336.189453,28336.189453,28336.189453,2133304700
2017-10-31,28247.000000,28354.109375,28183.789063,28245.539063,28245.539063,2447177600
2017-11-01,28387.550781,28606.589844,28329.500000,28594.060547,28594.060547,2316556900
2017-11-02,28604.949219,28643.580078,28492.199219,28518.640625,28518.640625,2151398900
2017-11-03,28603.509766,28661.289063,28542.660156,28603.609375,28603.609375,1576569100
2017-11-06,28616.349609,28650.789063,28137.769531,28596.800781,28596.800781,2260004000
2017-11-07,28715.400391,29017.400391,28715.070313,28994.339844,28994.339844,2128719800
2017-11-08,28950.500000,29123.439453,28885.070313,28907.599609,28907.599609,1831425800
2017-11-09,28987.789063,29192.509766,28960.050781,29136.570313,29136.570313,1822998100
2017-11-10,29060.130859,29237.849609,29036.449219,29120.919922,29120.919922,1781772000
2017-11-13,29058.230469,29258.500000,29058.230469,29182.179688,29182.179688,1786820800
2017-11-14,29272.099609,29320.029297,29143.630859,29152.119141,29152.119141,1697043600
2017-11-15,29026.109375,29106.490234,28851.689453,28851.689453,28851.689453,2046100400
2017-11-16,28963.769531,29095.490234,28877.759766,29018.759766,29018.759766,1501023200
2017-11-17,29214.359375,29341.919922,29158.349609,29199.039063,29199.039063,2068123000
2017-11-20,29227.080078,29299.869141,29089.580078,29260.310547,29260.310547,1619910000
2017-11-21,29369.689453,29818.070313,29343.480469,29818.070313,29818.070313,2467367300
2017-11-22,30087.189453,30199.689453,29911.070313,30003.490234,30003.490234,2474928600
2017-11-23,30033.179688,30169.990234,29593.789063,29707.939453,29707.939453,2099356300
2017-11-24,29788.179688,29918.919922,29696.589844,29866.320313,29866.320313,1534288700
2017-11-27,29857.650391,29859.109375,29610.960938,29686.189453,29686.189453,1485230700
2017-11-28,29608.640625,29687.449219,29334.589844,29680.849609,29680.849609,1744542000
2017-11-29,29813.939453,29831.189453,29563.390625,29623.830078,29623.830078,1434723600
2017-11-30,29340.269531,29353.509766,29127.300781,29177.349609,29177.349609,2435496800
2017-12-01,29261.310547,29345.970703,29028.759766,29074.240234,29074.240234,2086681200
2017-12-04,28951.189453,29343.779297,28803.189453,29138.279297,29138.279297,1624072100
2017-12-05,28898.580078,29124.240234,28838.119141,28842.800781,28842.800781,1439200300
2017-12-06,28850.359375,28929.210938,28204.529297,28224.800781,28224.800781,2605434400
2017-12-07,28366.140625,28478.339844,28134.929688,28303.189453,28303.189453,1782453900
2017-12-08,28400.009766,28705.759766,28344.390625,28639.849609,28639.849609,1747376700
2017-12-11,28645.410156,28998.509766,28645.410156,28965.289063,28965.289063,2127756300
2017-12-12,28972.740234,29066.769531,28745.730469,28793.880859,28793.880859,2135704400
2017-12-13,28856.779297,29276.669922,28707.599609,29222.099609,29222.099609,2574054200
2017-12-14,29335.759766,29367.509766,29047.609375,29166.380859,29166.380859,1959305700
2017-12-15,29000.109375,29017.660156,28738.839844,28848.109375,28848.109375,1999793000
2017-12-18,28923.529297,29143.330078,28821.189453,29050.410156,29050.410156,1637861800
2017-12-19,29193.740234,29339.109375,29144.169922,29253.660156,29253.660156,1633522100
2017-12-20,29199.289063,29326.519531,29159.279297,29234.089844,29234.089844,1308865200
2017-12-21,29209.640625,29431.810547,29145.130859,29367.060547,29367.060547,1440980300
2017-12-22,29505.050781,29578.009766,29413.859375,29578.009766,29578.009766,1282144300
2017-12-27,29632.970703,29693.820313,29516.509766,29597.660156,29597.660156,1725832000
2017-12-28,29684.789063,29873.099609,29661.060547,29863.710938,29863.710938,1339575400
2017-12-29,29914.050781,29997.960938,29849.310547,29919.150391,29919.150391,1365770800
2018-01-02,30028.289063,30515.310547,30028.289063,30515.310547,30515.310547,2442333400
2018-01-03,30658.730469,30724.320313,30456.759766,30560.949219,30560.949219,2309467700
2018-01-04,30691.710938,30796.929688,30560.429688,30736.480469,30736.480469,2995571100
2018-01-05,30893.859375,30911.009766,30638.529297,30814.640625,30814.640625,2263930100
2018-01-08,30895.089844,30929.150391,30732.539063,30899.529297,30899.529297,2004162500
2018-01-09,30933.509766,31056.699219,30852.429688,31011.410156,31011.410156,2004940800
2018-01-10,31009.240234,31267.570313,30928.580078,31073.720703,31073.720703,2595365800
2018-01-11,31066.210938,31133.179688,30950.070313,31120.390625,31120.390625,1794778900
2018-01-12,31298.050781,31412.539063,31198.359375,31412.539063,31412.539063,2327417400
2018-01-15,31702.560547,31733.179688,31265.250000,31338.869141,31338.869141,2664144600
2018-01-16,31423.619141,31904.750000,31423.619141,31904.750000,31904.750000,3097059200
2018-01-17,31825.519531,31983.410156,31642.269531,31983.410156,31983.410156,3999243800
2018-01-18,32148.449219,32233.810547,31869.699219,32121.939453,32121.939453,3741499700
2018-01-19,32142.160156,32254.890625,31986.000000,32254.890625,32254.890625,2906627500
2018-01-22,32276.960938,32417.230469,32046.839844,32393.410156,32393.410156,2880231400
2018-01-23,32606.140625,32930.699219,32554.230469,32930.699219,32930.699219,3954770600
2018-01-24,32907.230469,33018.710938,32728.509766,32958.691406,32958.691406,3897512100
2018-01-25,32979.378906,32998.050781,32650.220703,32654.449219,32654.449219,3554766400
2018-01-26,32836.281250,33223.578125,32794.128906,33154.121094,33154.121094,3892652400
2018-01-29,33335.480469,33484.078125,32897.039063,32966.890625,32966.890625,3605090600
2018-01-30,32751.720703,32976.750000,32501.349609,32607.289063,32607.289063,3177122400
2018-01-31,32435.759766,32933.980469,32330.390625,32887.269531,32887.269531,3314255500
2018-02-01,32950.300781,33048.039063,32642.089844,32642.089844,32642.089844,2769125200
2018-02-02,32569.009766,32778.511719,32321.419922,32601.779297,32601.779297,2571367100
2018-02-05,31715.560547,32394.869141,31712.019531,32245.220703,32245.220703,3135015100
2018-02-06,31028.679688,31286.029297,30577.830078,30595.419922,30595.419922,5531270100
2018-02-07,31378.349609,31472.470703,30292.150391,30323.199219,30323.199219,4620281500
2018-02-08,30555.800781,30739.109375,30251.320313,30451.269531,30451.269531,3145081200
2018-02-09,29679.210938,29679.210938,29129.259766,29507.419922,29507.419922,5171294500
2018-02-12,29713.080078,29801.519531,29459.630859,29459.630859,29459.630859,2815461600
2018-02-13,29850.150391,30169.000000,29783.099609,29839.529297,29839.529297,2709197500
2018-02-14,30024.470703,30637.230469,29968.539063,30515.599609,30515.599609,2408651200
2018-02-15,30958.710938,31145.099609,30816.650391,31115.429688,31115.429688,2070618100
2018-02-20,31165.289063,31339.689453,30720.480469,30873.630859,30873.630859,2033432100
2018-02-21,31050.519531,31477.849609,30885.949219,31431.890625,31431.890625,1933845300
2018-02-22,31084.449219,31195.269531,30930.099609,30965.679688,30965.679688,2391326700
2018-02-23,31289.080078,31386.810547,31149.320313,31267.169922,31267.169922,1667179100
2018-02-26,31528.289063,31567.460938,31273.949219,31498.599609,31498.599609,2025591300
2018-02-27,31790.849609,31798.980469,31141.519531,31268.660156,31268.660156,2579124300
2018-02-28,31037.410156,31061.759766,30703.900391,30844.720703,30844.720703,2407877200
2018-03-01,30476.990234,31081.679688,30453.820313,31044.250000,31044.250000,2116269800
2018-03-02,30611.099609,30670.939453,30477.949219,30583.449219,30583.449219,2955637100
2018-03-05,30524.259766,30679.470703,29852.419922,29886.390625,29886.390625,2279546200
2018-03-06,30380.960938,30620.060547,30129.800781,30510.730469,30510.730469,2270403000
2018-03-07,30323.769531,30673.080078,30117.400391,30196.919922,30196.919922,2135337500
2018-03-08,30523.679688,30724.029297,30428.609375,30654.519531,30654.519531,1529390000
2018-03-09,30858.269531,30996.210938,30840.800781,30996.210938,30996.210938,1470749100
2018-03-12,31536.300781,31607.580078,31342.480469,31594.330078,31594.330078,2173275800
2018-03-13,31570.199219,31709.990234,31461.470703,31601.449219,31601.449219,2111965400
2018-03-14,31321.789063,31453.480469,31141.849609,31435.009766,31435.009766,1707584900
2018-03-15,31181.150391,31583.380859,31121.660156,31541.099609,31541.099609,1496758200
2018-03-16,31363.029297,31564.779297,31337.449219,31501.970703,31501.970703,2345452800
2018-03-19,31370.470703,31656.300781,31244.619141,31513.759766,31513.759766,1440844700
